,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
86,104,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/77954509571', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/77954509571?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954509571&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954509571&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/77954509571,SCOPUS_ID:77954509571,2-s2.0-77954509571,Peering into the secrets of food and agricultural co-products,Wood D.,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,7729,,2010-07-16,2010,10.1117/12.861953,,1.0,"[{'@_fa': 'true', 'affilname': 'USDA ARS Western Regional Research Center (WRRC)', 'affiliation-city': 'Albany', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,772903,40067.0,0,False,,,"[{'@_fa': 'true', '$': '9780819482174'}]",,
87,105,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/77955813446', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/77955813446?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955813446&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955813446&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/77955813446,SCOPUS_ID:77955813446,2-s2.0-77955813446,Quantitative estimation of carbon removal effects due to wood utilization up to 2050 in Japan: Effects from carbon storage and substitution of fossil fuels by harvested wood products,Tsunetsugu Y.,Journal of Wood Science,14350211,56,339-344,2010-01-01,2010,10.1007/s10086-009-1107-4,,18.0,"[{'@_fa': 'true', 'affilname': 'Forestry and Forest Products Research Institute', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}]",Journal,ar,Article,,25452.0,1,True,,4,,,
88,109,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/67650125635', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/67650125635?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67650125635&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67650125635&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610209009394'}",https://api.elsevier.com/content/abstract/scopus_id/67650125635,SCOPUS_ID:67650125635,2-s2.0-67650125635,Capacity building in developing economies: building on the APEC and CSLF experience,Bachu S.,Energy Procedia,,1,4719-4726,2009-02-01,February 2009,10.1016/j.egypro.2009.02.296,S1876610209009394,2.0,"[{'@_fa': 'true', 'affilname': 'Alberta Research Council', 'affiliation-city': 'Edmonton', 'affiliation-country': 'Canada'}]",Conference Proceeding,cp,Conference Paper,,17700156736.0,1,True,18766102,1,,,
89,110,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/33748505623', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/33748505623?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748505623&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33748505623&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778806001009'}",https://api.elsevier.com/content/abstract/scopus_id/33748505623,SCOPUS_ID:33748505623,2-s2.0-33748505623,Development of electrochromic evacuated advanced glazing,Papaefthimiou S.,Energy and Buildings,03787788,38,1455-1467,2006-12-01,December 2006,10.1016/j.enbuild.2006.03.029,S0378778806001009,48.0,"[{'@_fa': 'true', 'affilname': 'Panepistimion Patron', 'affiliation-city': 'Patra', 'affiliation-country': 'Greece'}]",Journal,ar,Article,,29359.0,0,False,,12,,,
90,113,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1642568694', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1642568694?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1642568694&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1642568694&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0961953403001260'}",https://api.elsevier.com/content/abstract/scopus_id/1642568694,SCOPUS_ID:1642568694,2-s2.0-1642568694,Carbon materials obtained from self-binding sugar cane bagasse and deciduous wood residues plastics,Zandersons J.,Biomass and Bioenergy,09619534,26,345-360,2004-01-01,April 2004,10.1016/S0961-9534(03)00126-0,S0961953403001260,23.0,"[{'@_fa': 'true', 'affilname': 'Latvian State Institute of Wood Chemistry', 'affiliation-city': 'Riga', 'affiliation-country': 'Latvia'}]",Journal,ar,Article,,28810.0,0,False,,4,,,
91,114,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/1242288285', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/1242288285?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1242288285&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1242288285&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/1242288285,SCOPUS_ID:1242288285,2-s2.0-1242288285,Current Pollution and Odor Control Technologies for Poultry Production,Nahm K.,Avian and Poultry Biology Reviews,14702061,14,151-174,2003-01-01,2003,10.3184/147020603783637472,,13.0,"[{'@_fa': 'true', 'affilname': 'Daegu University', 'affiliation-city': 'Gyeongsan', 'affiliation-country': 'South Korea'}]",Journal,re,Review,,24694.0,0,False,,4,,,
92,115,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0034738749', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0034738749?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034738749&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034738749&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0301421500000495'}",https://api.elsevier.com/content/abstract/scopus_id/0034738749,SCOPUS_ID:0034738749,2-s2.0-0034738749,Greenhouse gas balances in building construction: Wood versus concrete from life-cycle and forest land-use perspectives,Börjesson P.,Energy Policy,03014215,28,575-588,2000-07-31,31 July 2000,10.1016/S0301-4215(00)00049-5,S0301421500000495,176.0,"[{'@_fa': 'true', 'affilname': 'Miljö- och Energisystem', 'affiliation-city': 'Lund', 'affiliation-country': 'Sweden'}]",Journal,ar,Article,,29403.0,0,False,,9,,,
93,116,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/0028154157', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/0028154157?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0028154157&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0028154157&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/0028154157,SCOPUS_ID:0028154157,2-s2.0-0028154157,Ammonia volatilization and carbon dioxide emission from poultry litter: Effects of fractionation and storage time,Cabrera M.,Communications in Soil Science and Plant Analysis,00103624,25,2341-2353,1994-08-01,1 August 1994,10.1080/00103629409369192,,4.0,"[{'@_fa': 'true', 'affilname': 'The University of Georgia', 'affiliation-city': 'Athens', 'affiliation-country': 'United States'}]",Journal,ar,Article,,31671.0,0,False,15322416,13-14,,,
94,6,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85051532507', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85051532507?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051532507&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051532507&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0301420717305226'}",https://api.elsevier.com/content/abstract/scopus_id/85051532507,SCOPUS_ID:85051532507,2-s2.0-85051532507,Sustainable exploitation of mafic rock quarry waste for carbon sequestration following ball milling,Rigopoulos I.,Resources Policy,03014207,59,24-32,2018-12-01,December 2018,10.1016/j.resourpol.2018.08.002,S0301420717305226,4.0,"[{'@_fa': 'true', 'affilname': 'University of Cyprus', 'affiliation-city': 'Nicosia', 'affiliation-country': 'Cyprus'}]",Journal,ar,Article,,110031.0,0,False,,,,,
95,10,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84923145085', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84923145085?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84923145085&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84923145085&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84923145085,SCOPUS_ID:84923145085,2-s2.0-84923145085,Wood - A scarce material ? Towards a hierarchy of uses,Alexandre S.,Revue Forestiere Francaise,00352829,66,325-336,2014-01-01,2014,10.4267/2042/56062,,3.0,"[{'@_fa': 'true', 'affilname': 'Ministère du Développement Durable', 'affiliation-city': 'La Defense', 'affiliation-country': 'France'}]",Journal,ar,Article,,23593.0,1,True,,3,,,
96,2,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85073295505', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85073295505?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073295505&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073295505&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85073295505,SCOPUS_ID:85073295505,2-s2.0-85073295505,Compacted expansive elastic silt and tyre powder waste,Ghadr S.,Geomechanics and Engineering,2005307X,18,535-543,2019-08-10,10 August 2019,10.12989/gae.2019.18.5.535,,0.0,"[{'@_fa': 'true', 'affilname': 'Urmia University', 'affiliation-city': 'Urmia', 'affiliation-country': 'Iran'}]",Journal,ar,Article,,19700186912.0,0,False,20926219,5,,,
97,3,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85064330289', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85064330289?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064330289&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064330289&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85064330289,SCOPUS_ID:85064330289,2-s2.0-85064330289,Whole-life design and resource reuse of a solar water heater in the UK,Sain R.,Proceedings of the Institution of Civil Engineers: Engineering Sustainability,14784629,172,153-164,2018-07-23,23 July 2018,10.1680/jensu.17.00068,,1.0,"[{'@_fa': 'true', 'affilname': 'Edinburgh Napier University', 'affiliation-city': 'Edinburgh', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,144700.0,0,False,17517680,3,,,
98,4,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85015725722', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85015725722?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015725722&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015725722&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652617303876'}",https://api.elsevier.com/content/abstract/scopus_id/85015725722,SCOPUS_ID:85015725722,2-s2.0-85015725722,"Life cycle assessment of natural building materials: the role of carbonation, mixture components and transport in the environmental impacts of hempcrete blocks",Arrigoni A.,Journal of Cleaner Production,09596526,149,1051-1061,2017-04-15,15 April 2017,10.1016/j.jclepro.2017.02.161,S0959652617303876,32.0,"[{'@_fa': 'true', 'affilname': 'Politecnico di Milano', 'affiliation-city': 'Milan', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,19167.0,0,False,,,,,
99,5,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85025633162', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85025633162?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85025633162&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025633162&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85025633162,SCOPUS_ID:85025633162,2-s2.0-85025633162,Towards greener concrete: The challenges of SUS-CON project,Attanasio A.,High Tech Concrete: Where Technology and Engineering Meet - Proceedings of the 2017 fib Symposium,,,2373-2381,2017-01-01,2017,10.1007/978-3-319-59471-2_270,,1.0,"[{'@_fa': 'true', 'affilname': 'CETMA - Technologies Design and Materials European Research Centre', 'affiliation-city': 'Brindisi', 'affiliation-country': 'Italy'}]",Conference Proceeding,cp,Conference Paper,,21100824564.0,0,False,,,"[{'@_fa': 'true', '$': '9783319594705'}]",,
100,6,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84969933368', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84969933368?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84969933368&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84969933368&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84969933368,SCOPUS_ID:84969933368,2-s2.0-84969933368,Insulation cork boards-environmental life cycle assessment of an organic construction material,Silvestre J.,Materials,,9,,2016-01-01,2016,10.3390/ma9050394,,20.0,"[{'@_fa': 'true', 'affilname': 'Instituto Superior Técnico', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,394,76627.0,1,True,19961944,5,,,
101,7,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84995543579', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84995543579?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84995543579&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84995543579&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84995543579,SCOPUS_ID:84995543579,2-s2.0-84995543579,Does the use of recycled concrete lower the carbon footprint in humanitarian construction?,Kuittinen M.,International Journal of Disaster Resilience in the Built Environment,17595908,7,472-488,2016-01-01,2016,10.1108/IJDRBE-04-2015-0016,,0.0,"[{'@_fa': 'true', 'affilname': 'Aalto University', 'affiliation-city': 'Espoo', 'affiliation-country': 'Finland'}]",Journal,ar,Article,,21100198500.0,0,False,17595916,5,,,
102,9,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/19944408926', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/19944408926?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=19944408926&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=19944408926&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/19944408926,SCOPUS_ID:19944408926,2-s2.0-19944408926,Developments in wood and packaging materials life cycle inventories in ecoinvent,Hischier R.,International Journal of Life Cycle Assessment,09483349,10,50-58,2005-01-13,2005,10.1065/lca2004.11.181.6,,26.0,"[{'@_fa': 'true', 'affilname': 'Empa - Swiss Federal Laboratories for Materials Science and Technology', 'affiliation-city': 'Dübendorf', 'affiliation-country': 'Switzerland'}]",Journal,re,Review,,23271.0,0,False,,1,,,
103,0,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84898852267', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84898852267?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84898852267&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84898852267&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84898852267,SCOPUS_ID:84898852267,2-s2.0-84898852267,Comparing the environmental impact of stabilisers for unfired earth construction,Maskell D.,Key Engineering Materials,10139826,600,132-143,2014-01-01,2014,10.4028/www.scientific.net/KEM.600.132,,10.0,"[{'@_fa': 'true', 'affilname': 'University of Bath', 'affiliation-city': 'Bath', 'affiliation-country': 'United Kingdom'}]",Book Series,cp,Conference Paper,,12378.0,0,False,,,"[{'@_fa': 'true', '$': '9783037859810'}]",,
104,1,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083561600', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083561600?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083561600&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083561600&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083561600,SCOPUS_ID:85083561600,2-s2.0-85083561600,Carbon dioxide uptake by MOC-based materials,Jankovský O.,Applied Sciences (Switzerland),,10,,2020-04-01,1 April 2020,10.3390/app10072254,,0.0,"[{'@_fa': 'true', 'affilname': 'University of Chemistry and Technology, Prague', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}]",Journal,ar,Article,2254,21100829268.0,1,True,20763417,7,,,
